"Package";"Version";"License";"NeedsCompilation";"recDep";"depLen";"OBSpkg";"File";"OBSVersion"
"additivityTests";"1.1-4";"GPL-3";"no";"";0;"R-additivityTests";"additivityTests_1.1-4.tar.gz";"1.1-4"
"addreg";"3.0";"GPL (>= 2)";"no";"combinat glm2 turboEM doParallel foreach numDeriv quantreg iterators SparseM MatrixModels";10;NA;NA;NA
"addScales";"0.1-5";"MIT + file LICENSE";"no";"";0;NA;NA;NA
"ADDT";"2.0";"GPL-2";"no";"coneproj Rcpp RcppArmadillo";3;NA;NA;NA
"ade4";"1.7-15";"GPL (>= 2)";"yes";"pixmap sp";2;"R-ade4";"ade4_1.7-15.tar.gz";"1.7-15"
"ade4TkGUI";"0.3-0";"GPL (>= 2)";"no";"ade4 adegraphics tkrplot pixmap sp latticeExtra RColorBrewer png jpeg";9;NA;NA;NA
"adeba";"1.1.2";"GPL (>= 2)";"yes";"mixtools pdist Rcpp kernlab segmented";5;NA;NA;NA
"adegenet";"2.1.3";"GPL (>= 2)";"yes";"ade4 igraph ape shiny ggplot2 seqinr spdep reshape2 dplyr vegan pixmap sp Rcpp ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr pkgconfig plyr stringr segmented httpuv mime jsonlite xtable htmltools sourcetools later promises crayon fastmap spData sf deldir LearnBayes coda expm gmodels permute gdata BH testthat farver labeling munsell RColorBrewer viridisLite classInt DBI units raster stringi cli fansi pillar purrr e1071 assertthat gtools colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";84;NA;NA;NA
"adegraphics";"1.0-15";"GPL (>= 2)";"no";"ade4 latticeExtra RColorBrewer sp pixmap png jpeg";7;NA;NA;NA
"adehabitatHR";"0.4.18";"GPL (>= 2)";"yes";"sp deldir ade4 adehabitatMA adehabitatLT pixmap CircStats filehash";8;NA;NA;NA
"adehabitatHS";"0.3.15";"GPL (>= 2)";"yes";"sp ade4 adehabitatMA adehabitatHR pixmap deldir adehabitatLT filehash CircStats";9;NA;NA;NA
"adehabitatLT";"0.3.25";"GPL (>= 2)";"yes";"sp ade4 adehabitatMA CircStats pixmap filehash";6;"R-adehabitatLT";"adehabitatLT_0.3.25.tar.gz";"0.3.25"
"adehabitatMA";"0.3.14";"GPL (>= 2)";"yes";"sp filehash";2;"R-adehabitatMA";"adehabitatMA_0.3.14.tar.gz";"0.3.14"
"adephylo";"1.1-11";"GPL (>= 2)";"yes";"ade4 phylobase ape adegenet pixmap sp igraph shiny ggplot2 seqinr spdep reshape2 dplyr vegan Rcpp rncl RNeXML ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr pkgconfig plyr stringr progress XML httr uuid lazyeval tidyr stringi xml2 segmented httpuv mime jsonlite xtable htmltools sourcetools later promises crayon fastmap spData sf deldir LearnBayes coda expm gmodels permute gdata BH curl openssl testthat hms prettyunits farver labeling munsell RColorBrewer viridisLite classInt DBI units raster cli fansi pillar purrr e1071 assertthat gtools colorspace askpass utf8 evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi callr backports processx ps";100;NA;NA;NA
"adepro";"3.0.0";"GPL-3";"no";"shinyBS seriation jsonlite V8 shinyjs shiny audio shape Cairo dplyr readr rlang tidyr haven shinyWidgets gclus TeachingDemos ellipsis generics glue lifecycle magrittr R6 tibble tidyselect vctrs forcats hms Rcpp clipr crayon BH TSP qap dendextend colorspace gplots registry httpuv mime xtable digest htmltools sourcetools later promises fastmap purrr stringi curl ggplot2 viridis gtools gdata caTools pkgconfig cli fansi pillar foreach bitops assertthat iterators gtable isoband scales withr utf8 viridisLite gridExtra testthat farver labeling munsell RColorBrewer evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";87;NA;NA;NA
"adept";"1.1.2";"GPL-3";"no";"tibble dplyr future magrittr dvmisc ellipsis generics glue lifecycle R6 rlang tidyselect vctrs rbenchmark cubature data.table ggplot2 mvtnorm pracma Rcpp survey tab digest globals listenv cli crayon fansi pillar pkgconfig assertthat gtable isoband scales withr utf8 minqa numDeriv mitools knitr gee xtable purrr testthat evaluate highr markdown stringr yaml xfun DBI farver labeling munsell RColorBrewer viridisLite mime colorspace stringi pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";70;NA;NA;NA
"adeptdata";"1.0.1";"GPL-3";"no";"";0;"R-adeptdata";"adeptdata_1.0.1.tar.gz";"1.0.1"
"AdequacyModel";"2.0.0";"GPL (>= 2)";"no";"";0;"R-AdequacyModel";"AdequacyModel_2.0.0.tar.gz";"2.0.0"
"adespatial";"0.3-8";"GPL (>= 2)";"yes";"ade4 adegraphics adephylo sp spdep shiny vegan pixmap latticeExtra RColorBrewer phylobase ape adegenet httpuv mime jsonlite xtable digest htmltools R6 sourcetools later promises crayon rlang fastmap spData sf deldir LearnBayes coda expm gmodels permute igraph ggplot2 seqinr reshape2 dplyr Rcpp gdata BH png jpeg rncl RNeXML magrittr classInt DBI units raster e1071 ellipsis generics glue lifecycle tibble tidyselect vctrs gtools gtable isoband scales withr pkgconfig plyr stringr progress XML httr uuid lazyeval tidyr stringi xml2 segmented curl openssl testthat hms prettyunits farver labeling munsell viridisLite cli fansi pillar purrr assertthat colorspace askpass utf8 evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi callr backports processx ps";105;NA;NA;NA
"adfExplorer";"0.1.4";"GPL-3";"no";"";0;"R-adfExplorer";"adfExplorer_0.1.4.tar.gz";"0.1.4"
"ADGofTest";"0.3";"GPL";"no";"";0;"R-ADGofTest";"ADGofTest_0.3.tar.gz";"0.3"
"AdhereR";"0.6.1";"GPL (>= 2)";"no";"lubridate data.table jpeg png webp generics Rcpp";7;NA;NA;NA
"AdhereRViz";"0.1.0";"GPL (>= 2)";"no";"AdhereR lubridate data.table manipulate shiny shinyWidgets shinyjs V8 colourpicker viridisLite highlight clipr knitr readODS readxl haven DBI RMariaDB RSQLite scales rsvg jpeg png webp ggplot2 htmltools htmlwidgets jsonlite miniUI forcats hms Rcpp readr rlang tibble tidyselect vctrs evaluate highr markdown stringr yaml xfun generics xml2 cellranger stringi progress bit64 BH plogr blob memoise pkgconfig farver labeling lifecycle munsell R6 RColorBrewer httpuv mime xtable digest sourcetools later promises crayon fastmap curl bit rematch ellipsis magrittr glue gtable isoband withr colorspace prettyunits cli fansi pillar purrr assertthat testthat utf8 pkgload praise desc pkgbuild rprojroot rstudioapi callr backports processx ps";97;NA;NA;NA
"adhoc";"1.1";"GPL (>= 2)";"no";"ape pegas polynom Rcpp adegenet ade4 igraph shiny ggplot2 seqinr spdep reshape2 dplyr vegan pixmap sp ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr pkgconfig plyr stringr segmented httpuv mime jsonlite xtable htmltools sourcetools later promises crayon fastmap spData sf deldir LearnBayes coda expm gmodels permute gdata BH testthat farver labeling munsell RColorBrewer viridisLite classInt DBI units raster stringi cli fansi pillar purrr e1071 assertthat gtools colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";87;NA;NA;NA
"adimpro";"0.9.2";"GPL (>= 2)";"yes";"awsMethods";1;"R-adimpro";"adimpro_0.9.2.tar.gz";"0.9.2"
"adiv";"2.0";"GPL (>= 2)";"no";"ade4 adegraphics adephylo ape phylobase phytools rgl FactoMineR pixmap sp latticeExtra RColorBrewer adegenet Rcpp car ellipse flashClust leaps scatterplot3d ggplot2 ggrepel rncl RNeXML maps animation clusterGeneration coda combinat expm gtools mnormt numDeriv phangorn plotrix htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget igraph seqinr spdep reshape2 dplyr vegan magick carData abind pbkrtest quantreg maptools rio lme4 lazyeval R6 digest glue gtable isoband rlang scales tibble withr yaml evaluate highr markdown stringr xfun png jpeg miniUI base64enc webshot tmvnsim quadprog fastmatch progress XML plyr httr uuid tidyr stringi xml2 httpuv mime xtable sourcetools later promises crayon fastmap ellipsis generics lifecycle tidyselect vctrs BH curl openssl pkgconfig testthat minqa nloptr statmod RcppEigen hms prettyunits SparseM MatrixModels haven data.table readxl openxlsx farver labeling munsell viridisLite segmented spData sf deldir LearnBayes gmodels cli fansi pillar purrr permute callr processx assertthat gdata forcats readr colorspace askpass zip utf8 cellranger classInt DBI units raster pkgload praise sys rematch e1071 desc pkgbuild rprojroot rstudioapi ps clipr backports";160;NA;NA;NA
"AdjBQR";"1.0";"GPL-3";"no";"quantreg MHadaptive coda SparseM MatrixModels";5;NA;NA;NA
"adjclust";"0.5.9";"GPL-3";"yes";"matrixStats capushe";2;"R-adjclust";"adjclust_0.5.9.tar.gz";"0.5.9"
"adjustedcranlogs";"0.1.0";"MIT + file LICENSE";"no";"cranlogs xml2 lubridate dplyr rvest httr jsonlite ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs Rcpp selectr curl mime openssl stringr cli crayon fansi pillar pkgconfig purrr digest assertthat askpass utf8 stringi sys";35;NA;NA;NA
"adklakedata";"0.6.1";"MIT + file LICENSE";"no";"rappdirs httr curl jsonlite mime openssl R6 askpass sys";9;NA;NA;NA
"adlift";"1.4-1";"GPL";"yes";"EbayesThresh wavethresh";2;"R-adlift";"adlift_1.4-1.tar.gz";"1.4-1"
"admisc";"0.8";"GPL (>= 3)";"no";"";0;"R-admisc";"admisc_0.8.tar.gz";"0.8"
"AdMit";"2.1.5";"GPL (>= 2)";"yes";"mvtnorm";1;"R-AdMit";"AdMit_2.1.5.tar.gz";"2.1.5"
"admixturegraph";"1.0.2";"GPL-2";"no";"doParallel dplyr foreach ggplot2 neldermead pracma iterators ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr optimbase optimsimplex Rcpp testthat farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig purrr assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";52;NA;NA;NA
"ADMM";"0.3.2";"GPL (>= 3)";"yes";"Rcpp Rdpack doParallel foreach RcppArmadillo iterators bibtex gbRd stringr glue magrittr stringi";12;NA;NA;NA
"admmDensestSubmatrix";"0.1.0";"CC0";"no";"Rdpack bibtex gbRd stringr glue magrittr stringi";7;NA;NA;NA
"ADMMnet";"0.1";"GPL (>= 2)";"yes";"Rcpp RcppEigen";2;"R-ADMMnet";"ADMMnet_0.1.tar.gz";"0.1"
"ADMMsigma";"2.1";"GPL (>= 2)";"yes";"Rcpp RcppProgress doParallel foreach ggplot2 dplyr RcppArmadillo iterators ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband scales withr testthat farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig purrr assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";50;NA;NA;NA
"adnuts";"1.0.1";"GPL-3";"no";"ellipse rstan R2admb coda StanHeaders ggplot2 inline gridExtra Rcpp loo pkgbuild RcppEigen BH digest glue gtable isoband rlang scales tibble withr checkmate matrixStats callr cli crayon desc prettyunits R6 rprojroot RcppParallel processx backports assertthat fansi testthat farver labeling lifecycle munsell RColorBrewer viridisLite ellipsis magrittr pillar pkgconfig vctrs colorspace utf8 ps evaluate pkgload praise rstudioapi";54;NA;NA;NA
"adoption";"0.6.2";"GPL (>= 3) | CC BY 4.0";"yes";"RandomFieldsUtils quadprog tkrplot";3;NA;NA;NA
"adoptr";"0.3.2";"MIT + file LICENSE";"no";"nloptr glue";2;NA;NA;NA
"ADPclust";"0.7";"GPL (>= 2)";"no";"dplyr fields knitr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs spam maps evaluate highr markdown stringr yaml xfun mime dotCall64 stringi cli crayon fansi pillar pkgconfig purrr digest assertthat utf8";33;NA;NA;NA
"ADPF";"0.0.1";"GPL-3";"no";"";0;"R-ADPF";"ADPF_0.0.1.tar.gz";"0.0.1"
"adpss";"0.1.1";"GPL (>= 2)";"yes";"Rcpp";1;"R-adpss";"adpss_0.1.1.tar.gz";"0.1.1"
"ads";"1.5-3";"GPL-2";"yes";"ade4 spatstat pixmap sp spatstat.data spatstat.utils deldir abind tensor polyclip goftest";11;NA;NA;NA
"AdvBinomApps";"1.0";"GPL-3";"no";"GenBinomApps rootSolve";2;"R-AdvBinomApps";"AdvBinomApps_1.0.tar.gz";"1.0"
"advclust";"0.4";"GPL-2";"no";"knitr clue ggplot2 reshape2 digest glue gtable isoband rlang scales tibble withr evaluate highr markdown stringr yaml xfun plyr Rcpp testthat mime farver labeling lifecycle munsell R6 RColorBrewer viridisLite magrittr stringi cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";52;NA;NA;NA
"AdvDif4";"0.7.18";"GPL-3";"no";"";0;"R-AdvDif4";"AdvDif4_0.7.18.tar.gz";"0.7.18"
"adventr";"0.1.8";"GPL-3";"no";"learnr BayesFactor dplyr car effsize effects forcats GGally ggplot2 Hmisc lm.beta readr robust sandwich sjstats tidyr WRS2 coda pbapply mvtnorm stringr gtools MatrixModels Rcpp hypergeo RcppEigen carData abind pbkrtest quantreg maptools rio lme4 ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs colorspace survey estimability gtable plyr progress RColorBrewer reshape scales digest isoband withr Formula latticeExtra acepack gridExtra data.table htmlTable viridis htmltools base64enc rappdirs rprojroot jsonlite htmlwidgets evaluate knitr markdown shiny rmarkdown checkmate renv hms clipr crayon BH fit.models robustbase rrcov zoo bayestestR broom effectsize emmeans insight modelr parameters performance purrr sjlabelled sjmisc stringi mc2d backports reshape2 numDeriv xtable pkgconfig rstudioapi yaml elliptic contfrac deSolve testthat highr xfun png jpeg minqa nloptr statmod sp mime prettyunits SparseM haven curl readxl openxlsx tinytex DEoptimR pcaPP farver labeling munsell viridisLite httpuv sourcetools later promises fastmap mitools cli fansi pillar assertthat DBI zip utf8 cellranger pkgload praise rematch desc pkgbuild callr processx ps";151;NA;NA;NA
"adwave";"1.3";"GPL (>= 2)";"no";"waveslim";1;"R-adwave";"adwave_1.3.tar.gz";"1.3"
"adwordsR";"0.3.1";"MIT + file LICENSE";"no";"RCurl rjson bitops";3;NA;NA;NA
"AEDForecasting";"0.20.0";"GPL-3";"no";"changepoint forecast signal zoo colorspace fracdiff ggplot2 lmtest magrittr Rcpp timeDate tseries urca RcppArmadillo digest glue gtable isoband rlang scales tibble withr quadprog quantmod testthat xts TTR curl farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig vctrs assertthat utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";56;NA;NA;NA
"aemo";"0.3.0";"GPL-2";"no";"assertthat dplyr lubridate stringr ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs Rcpp stringi cli crayon fansi pillar pkgconfig purrr digest utf8";24;NA;NA;NA
"AER";"1.2-9";"GPL-2 | GPL-3";"no";"car lmtest sandwich zoo Formula carData abind pbkrtest quantreg maptools rio lme4 minqa nloptr statmod Rcpp RcppEigen sp magrittr SparseM MatrixModels haven curl data.table readxl openxlsx tibble forcats hms readr rlang tidyselect vctrs zip stringi cellranger progress cli crayon ellipsis fansi lifecycle pillar pkgconfig rematch assertthat glue utf8 prettyunits R6 clipr BH purrr digest";54;NA;NA;NA
"AeRobiology";"2.0.1";"GPL-3";"no";"dplyr writexl ggvis lubridate plotly ggplot2 tidyr circular scales zoo data.table mvtnorm ellipsis generics glue lifecycle magrittr R6 rlang tibble tidyselect vctrs digest gtable isoband withr assertthat jsonlite shiny lazyeval htmltools Rcpp httr viridisLite base64enc htmlwidgets hexbin RColorBrewer crosstalk purrr promises farver labeling munsell stringi yaml curl mime openssl testthat colorspace later httpuv xtable sourcetools crayon fastmap cli fansi pillar pkgconfig BH askpass utf8 evaluate pkgload praise sys desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";77;NA;NA;NA
"AF";"0.1.5";"GPL-2 | GPL-3";"no";"drgee stdReg data.table ivtools nleqslv Rcpp RcppArmadillo numDeriv ahaz";9;NA;NA;NA
"afc";"1.4.0";"GPL-3";"no";"";0;"R-afc";"afc_1.4.0.tar.gz";"1.4.0"
"afCEC";"1.0.2";"GPL (>= 2)";"yes";"rgl Rcpp RcppArmadillo htmlwidgets htmltools knitr jsonlite shiny magrittr crosstalk manipulateWidget lazyeval R6 digest rlang yaml evaluate highr markdown stringr xfun miniUI base64enc webshot httpuv mime xtable sourcetools later promises crayon fastmap BH glue stringi callr processx ps";38;NA;NA;NA
"afex";"0.27-2";"GPL (>= 2)";"no";"lme4 pbkrtest lmerTest car reshape2 carData abind quantreg maptools rio minqa nloptr statmod Rcpp RcppEigen numDeriv ggplot2 magrittr plyr stringr digest glue gtable isoband rlang scales tibble withr sp SparseM MatrixModels haven curl data.table readxl openxlsx stringi forcats hms readr tidyselect vctrs testthat zip cellranger progress farver labeling lifecycle munsell R6 RColorBrewer viridisLite cli crayon ellipsis fansi pillar pkgconfig rematch assertthat colorspace utf8 prettyunits clipr BH evaluate pkgload praise purrr desc pkgbuild rprojroot rstudioapi callr backports processx ps";78;NA;NA;NA
"affluenceIndex";"1.0";"GPL-2";"no";"";0;"R-affluenceIndex";"affluenceIndex_1.0.tar.gz";"1.0"
"AFheritability";"0.1.0";"GPL-2 | GPL-3";"no";"reshape2 mvtnorm ggplot2 shiny digest glue gtable isoband rlang scales tibble withr plyr Rcpp stringr httpuv mime jsonlite xtable htmltools R6 sourcetools later promises crayon fastmap BH testthat magrittr farver labeling lifecycle munsell RColorBrewer viridisLite stringi cli ellipsis fansi pillar pkgconfig vctrs assertthat colorspace utf8 evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";57;NA;NA;NA
"AFM";"1.2.6";"AGPL-3";"no";"data.table stringr gstat fractaldim rgl pracma gridExtra moments ggplot2 sp png plyr igraph shiny shinyjs scales dbscan mixtools fftwtools Rcpp abind digest glue gtable isoband rlang tibble withr zoo spacetime FNN magrittr pkgconfig kernlab segmented htmlwidgets htmltools knitr jsonlite crosstalk manipulateWidget farver labeling lifecycle munsell R6 RColorBrewer viridisLite httpuv mime xtable sourcetools later promises crayon fastmap stringi lazyeval yaml BH testthat evaluate highr markdown xfun miniUI base64enc webshot colorspace xts intervals cli ellipsis fansi pillar vctrs assertthat utf8 pkgload praise callr processx desc pkgbuild rprojroot rstudioapi prettyunits ps backports";89;NA;NA;NA
"afmToolkit";"0.0.1";"GPL";"no";"ggplot2 minpack.lm gridExtra scales dplyr DBI assertthat tibble ellipsis generics glue lifecycle magrittr R6 rlang tidyselect vctrs digest gtable isoband withr farver labeling munsell RColorBrewer viridisLite cli crayon fansi pillar pkgconfig Rcpp testthat colorspace utf8 purrr evaluate pkgload praise desc pkgbuild rprojroot rstudioapi callr prettyunits backports processx ps";48;NA;NA;NA
"afpt";"1.1.0.1";"GPL (>= 3)";"no";"";0;"R-afpt";"afpt_1.1.0.1.tar.gz";"1.1.0.1"
"aftgee";"1.1.3";"GPL (>= 3)";"yes";"geepack BB quadprog broom magrittr backports dplyr generics purrr reshape2 stringr tibble tidyr ellipsis glue lifecycle R6 rlang tidyselect vctrs plyr Rcpp stringi cli crayon fansi pillar pkgconfig assertthat utf8 digest";31;NA;NA;NA
"AGD";"0.39";"GPL-2 | GPL-3";"no";"gamlss gamlss.dist gamlss.data";3;NA;NA;NA
"aGE";"0.0.9";"GPL-3";"no";"survey minqa numDeriv mitools Rcpp DBI";6;NA;NA;NA
"AggregateR";"0.0.2";"GPL (>= 2)";"no";"dummy";1;"R-AggregateR";"AggregateR_0.0.2.tar.gz";"0.0.2"
"aggregation";"1.0.1";"GPL-3";"no";"";0;"R-aggregation";"aggregation_1.0.1.tar.gz";"1.0.1"
"AGHmatrix";"1.0.2";"GPL-3";"yes";"zoo";1;"R-AGHmatrix";"AGHmatrix_1.0.2.tar.gz";"1.0.2"
"agop";"0.2-3";"LGPL (>= 3)";"yes";"";0;"R-agop";"agop_0.2-3.tar.gz";"0.2-3"
"AGread";"1.1.1";"MIT + file LICENSE";"yes";"anytime binaryLogic data.table DescTools dplyr GGIR lubridate magrittr PAutilities rlang reshape2 seewave stringr Rcpp BH mvtnorm expm rstudioapi ellipsis generics glue lifecycle R6 tibble tidyselect vctrs foreach doParallel signal zoo bitops matlab GENEAread tuneR equivalence ggplot2 lazyeval matchingMarkets plyr stringi iterators PairedData mmap digest gtable isoband scales withr RcppProgress rJava lpSolve partitions RcppArmadillo cli crayon fansi pillar pkgconfig purrr assertthat testthat gld gmp polynom sets utf8 farver labeling munsell RColorBrewer viridisLite e1071 lmom colorspace evaluate pkgload praise desc pkgbuild rprojroot callr prettyunits backports processx ps";85;NA;NA;NA
